headlines,outcome,triples,relations,is_in_triples,is_in_entities
"A vital video depicts angry citizens in the city of Wuhan, where the outbreak of SARS-CoV-2 began, bringing down a 5G tower due to its connection with the increased deaths from the COVID-19 pandemic.",0,"[[{'subject': 'vital video', 'relation': 'depicts', 'object': 'citizens in city of Wuhan'}, {'subject': 'vital video', 'relation': 'depicts', 'object': 'citizens'}, {'subject': 'outbreak', 'relation': 'bringing down 5G tower due', 'object': 'outbreak of SARS CoV 2 connection with deaths from COVID 19 pandemic'}, {'subject': 'SARS CoV 2 connection', 'relation': 'is with', 'object': 'increased deaths from COVID 19 pandemic'}, {'subject': 'vital video', 'relation': 'depicts', 'object': 'angry citizens in city of Wuhan'}, {'subject': 'video', 'relation': 'depicts', 'object': 'citizens'}, {'subject': 'outbreak', 'relation': 'bringing down 5G tower due', 'object': 'outbreak of SARS CoV 2 connection with deaths'}, {'subject': 'outbreak', 'relation': 'bringing down 5G tower due', 'object': 'outbreak of SARS CoV 2 connection with increased deaths'}, {'subject': 'outbreak', 'relation': 'bringing down 5G tower due', 'object': 'outbreak of SARS CoV 2 connection'}, {'subject': 'video', 'relation': 'depicts', 'object': 'citizens in city of Wuhan'}, {'subject': 'outbreak', 'relation': 'bringing down 5G tower due', 'object': 'outbreak'}, {'subject': 'video', 'relation': 'depicts', 'object': 'angry citizens'}, {'subject': 'video', 'relation': 'depicts', 'object': 'citizens in city'}, {'subject': 'video', 'relation': 'depicts', 'object': 'angry citizens in city'}, {'subject': 'vital video', 'relation': 'depicts', 'object': 'angry citizens'}, {'subject': 'vital video', 'relation': 'depicts', 'object': 'citizens in city'}, {'subject': 'angry citizens', 'relation': 'is in', 'object': 'city of Wuhan'}, {'subject': 'outbreak', 'relation': 'bringing down', 'object': '5G tower'}, {'subject': 'outbreak', 'relation': 'bringing down 5G tower due', 'object': 'outbreak of SARS CoV 2 connection with increased deaths from COVID 19 pandemic'}, {'subject': 'video', 'relation': 'depicts', 'object': 'angry citizens in city of Wuhan'}, {'subject': 'vital video', 'relation': 'depicts', 'object': 'angry citizens in city'}]]","['depicts', 'depicts', 'bringing down 5G tower due', 'is with', 'depicts', 'depicts', 'bringing down 5G tower due', 'bringing down 5G tower due', 'bringing down 5G tower due', 'depicts', 'bringing down 5G tower due', 'depicts', 'depicts', 'depicts', 'depicts', 'depicts', 'is in', 'bringing down', 'bringing down 5G tower due', 'depicts', 'depicts']","[{'subject': 'angry citizens', 'relation': 'is in', 'object': 'city of Wuhan'}]","['angry citizens', 'city of Wuhan']"
People in Ukraine will be forcibly vaccinated against the new coronavirus.,0,"[[{'subject': 'People', 'relation': 'will', 'object': 'will vaccinated against new coronavirus'}, {'subject': 'People', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}, {'subject': 'People', 'relation': 'will', 'object': 'will vaccinated against coronavirus'}, {'subject': 'People', 'relation': 'will', 'object': 'will vaccinated'}, {'subject': 'People', 'relation': 'will', 'object': 'will forcibly vaccinated against coronavirus'}, {'subject': 'People', 'relation': 'will', 'object': 'will forcibly vaccinated against new coronavirus'}, {'subject': 'People', 'relation': 'will', 'object': 'will forcibly vaccinated'}]]","['will', 'is in', 'will', 'will', 'will', 'will', 'will']","[{'subject': 'People', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]","['People', 'http://dbpedia.org/resource/Ukraine']"
"An image showing the lighting of the Burj Khalifa in Dubai in the colors of the Syrian flag, in solidarity with the Syrians facing coronavirus.",0,"[[{'subject': 'solidarity', 'relation': 'is with', 'object': 'Syrians facing'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in Dubai in colors'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa'}, {'subject': 'image', 'relation': 'is in', 'object': 'solidarity with Syrians facing'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in colors of Syrian flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in Dubai in colors of flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in Dubai in colors of flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in colors of Syrian flag'}, {'subject': 'lighting', 'relation': 'is in', 'object': 'colors of Syrian flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in colors'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in Dubai in colors of Syrian flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in Dubai in colors of Syrian flag'}, {'subject': 'lighting', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Dubai'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in colors of flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in Dubai'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in colors'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting in colors of flag'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in Dubai in colors'}, {'subject': 'image', 'relation': 'showing', 'object': 'lighting of Burj Khalifa in Dubai'}]]","['is with', 'showing', 'showing', 'is in', 'showing', 'showing', 'showing', 'showing', 'is in', 'showing', 'showing', 'showing', 'is in', 'showing', 'showing', 'showing', 'showing', 'showing', 'showing', 'showing']","[{'subject': 'image', 'relation': 'is in', 'object': 'solidarity with Syrians facing'}, {'subject': 'lighting', 'relation': 'is in', 'object': 'colors of Syrian flag'}, {'subject': 'lighting', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Dubai'}]","['image', 'solidarity with Syrians facing', 'lighting', 'colors of Syrian flag', 'lighting', 'http://dbpedia.org/resource/Dubai']"
"A video shows that after drinking snake blood during training in Thailand, US soldiers went to Wuhan for the Military World Games. The US soldiers were the intermediate hosts of COVID-19.",0,"[[{'subject': 'US soldiers', 'relation': 'went after', 'object': 'drinking snake blood'}, {'subject': 'US soldiers', 'relation': 'went for', 'object': 'Military World Games'}, {'subject': 'US soldiers', 'relation': 'went after', 'object': 'drinking snake blood during training'}, {'subject': 'US soldiers', 'relation': 'went after', 'object': 'snake blood during training'}, {'subject': 'US soldiers', 'relation': 'went after', 'object': 'snake blood during training in Thailand'}, {'subject': 'US soldiers', 'relation': 'went to', 'object': 'http://dbpedia.org/resource/Wuhan'}, {'subject': 'US soldiers', 'relation': 'went after', 'object': 'drinking snake blood during training in Thailand'}, {'subject': 'US soldiers', 'relation': 'went after', 'object': 'snake blood'}, {'subject': 'training', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Thailand'}], [{'subject': 'US soldiers', 'relation': 'were', 'object': 'intermediate hosts'}, {'subject': 'US soldiers', 'relation': 'were hosts of', 'object': 'COVID 19'}, {'subject': 'US soldiers', 'relation': 'were', 'object': 'hosts'}, {'subject': 'US soldiers', 'relation': 'were intermediate hosts of', 'object': 'COVID 19'}]]","['went after', 'went for', 'went after', 'went after', 'went after', 'went to', 'went after', 'went after', 'is in', 'were', 'were hosts of', 'were', 'were intermediate hosts of']","[{'subject': 'training', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Thailand'}]","['training', 'http://dbpedia.org/resource/Thailand']"
"A picture of an agglomeration of people in São Paulo’s “Crackland, alledgedly during the lockdown.",0,"[[{'subject': 'people', 'relation': 'is in', 'object': 'São Paulo ’s Crackland'}, {'subject': 'http://dbpedia.org/resource/Campeonato_Paulista', 'relation': 'in', 'object': 'Crackland'}]]","['is in', 'in']","[{'subject': 'people', 'relation': 'is in', 'object': 'São Paulo ’s Crackland'}]","['people', 'São Paulo ’s Crackland']"
"A video of a man in front of the Pacaembu Stadium, in São Paulo, where a field hospital for COVID-19 patients was built. He claims that, since there’s no movement in the entrance, no one waiting to get in, there’s no one inside either.",0,"[[{'subject': 'video', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}], [{'subject': 'since there movement', 'relation': 'is in', 'object': 'entrance'}]]","['is in', 'is in']","[{'subject': 'video', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}, {'subject': 'since there movement', 'relation': 'is in', 'object': 'entrance'}]","['video', 'http://dbpedia.org/resource/Campeonato_Paulista', 'since there movement', 'entrance']"
"In the wake of coronavirus outbreak, the Ministry of Tourism has issued an order for the closure of Hotels, Restaurants and Resorts in the country till 15 October 2020.",0,"[[{'subject': 'Ministry', 'relation': 'has issued order till', 'object': '15 October 2020'}, {'subject': 'closure', 'relation': 'is in', 'object': 'country'}]]","['has issued order till', 'is in']","[{'subject': 'closure', 'relation': 'is in', 'object': 'country'}]","['closure', 'country']"
"A video showing law enforcement officers beating civilians is being shared on Facebook and WhatsApp in Nigeria, with claims that it shows Nigerian soldiers beating citizens while enforcing the COVID-19 lockdown in the country.",0,"[[{'subject': 'video', 'relation': 'is', 'object': 'is shared in Nigeria'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared on Facebook'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared on Facebook with claims'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared with claims'}, {'subject': 'COVID 19 lockdown', 'relation': 'is in', 'object': 'country'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared on Facebook in Nigeria'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared in Nigeria with claims'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared on Facebook in Nigeria with claims'}]]","['is', 'is', 'is', 'is', 'is in', 'is', 'is', 'is', 'is']","[{'subject': 'COVID 19 lockdown', 'relation': 'is in', 'object': 'country'}]","['COVID 19 lockdown', 'country']"
Walmart is giving away $ 250 free food to everyone this week to support the nation in Mexico.,0,"[[{'subject': 'http://dbpedia.org/resource/Walmart', 'relation': 'support', 'object': 'nation in Mexico'}, {'subject': 'nation', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Mexico'}, {'subject': 'http://dbpedia.org/resource/Walmart', 'relation': 'support', 'object': 'nation'}]]","['support', 'is in', 'support']","[{'subject': 'nation', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Mexico'}]","['nation', 'http://dbpedia.org/resource/Mexico']"
"WHO advises that amid the rise in COVID-19 infections, 
 cloth (e.g. cotton or gauze) masks are “not recommended under any circumstances.",0,"[[{'subject': 'rise', 'relation': 'is in', 'object': 'COVID 19 infections'}, {'subject': 'WHO advises', 'relation': 'are recommended under', 'object': 'circumstances'}]]","['is in', 'are recommended under']","[{'subject': 'rise', 'relation': 'is in', 'object': 'COVID 19 infections'}]","['rise', 'COVID 19 infections']"
"The coronavirus is only as dangerous as a flu, the diseases have the same death rate, air pollution and bad hygienic conditions in Italian hospitals (hospital germs) are responsible for the many death cases and only 5percent of the whole population is endangered by COVID-19.",0,"[[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is', 'object': 'only as dangerous'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is only as dangerous as', 'object': 'http://dbpedia.org/resource/Influenza'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is', 'object': 'as dangerous'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is dangerous as', 'object': 'http://dbpedia.org/resource/Influenza'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is as dangerous as', 'object': 'http://dbpedia.org/resource/Influenza'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is', 'object': 'only dangerous'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is', 'object': 'dangerous'}, {'subject': 'diseases', 'relation': 'have', 'object': 'death rate'}, {'subject': 'diseases', 'relation': 'have', 'object': 'death rate in Italian hospitals'}, {'subject': 'diseases', 'relation': 'have', 'object': 'same death rate'}, {'subject': 'diseases', 'relation': 'have', 'object': 'same death rate in Italian hospitals'}, {'subject': 'same death rate', 'relation': 'is in', 'object': 'Italian hospitals'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is only dangerous as', 'object': 'http://dbpedia.org/resource/Influenza'}, {'subject': 'diseases', 'relation': 'have', 'object': 'death rate in hospitals'}, {'subject': 'diseases', 'relation': 'have', 'object': 'same death rate in hospitals'}]]","['is', 'is only as dangerous as', 'is', 'is dangerous as', 'is as dangerous as', 'is', 'is', 'have', 'have', 'have', 'have', 'is in', 'is only dangerous as', 'have', 'have']","[{'subject': 'same death rate', 'relation': 'is in', 'object': 'Italian hospitals'}]","['same death rate', 'Italian hospitals']"
Photographs of coronavirus patients casket in Italy.,0,"[[{'subject': 'coronavirus patients casket', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]]",['is in'],"[{'subject': 'coronavirus patients casket', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['coronavirus patients casket', 'http://dbpedia.org/resource/Italy']"
Multiple posts on social media in Nigeria claim that the United Kingdom terminated a deal with Chinese tech company Huawei after receiving contaminated coronavirus test kits.,0,"[[{'subject': 'Multiple posts', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Nigeria'}, {'subject': 'deal', 'relation': 'is with', 'object': 'Chinese tech company Huawei'}]]","['is in', 'is with']","[{'subject': 'Multiple posts', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Nigeria'}]","['Multiple posts', 'http://dbpedia.org/resource/Nigeria']"
"The internet portal El Horizonte says that from April 5 to 6, 2020 there was a day without COVID-19 infections in Nuevo Leon, Mexico.",0,"[[{'subject': 'COVID 19 infections', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Nuevo_León'}]]",['is in'],"[{'subject': 'COVID 19 infections', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Nuevo_León'}]","['COVID 19 infections', 'http://dbpedia.org/resource/Nuevo_León']"
Official data show that there were more deaths in Italy in 2019 than in 2020.,0,"[[{'subject': 'more deaths', 'relation': 'is in', 'object': 'than 2020'}, {'subject': 'more deaths', 'relation': 'is in', 'object': '2019'}, {'subject': 'more deaths', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]]","['is in', 'is in', 'is in']","[{'subject': 'more deaths', 'relation': 'is in', 'object': 'than 2020'}, {'subject': 'more deaths', 'relation': 'is in', 'object': '2019'}, {'subject': 'more deaths', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['more deaths', 'than 2020', 'more deaths', '2019', 'more deaths', 'http://dbpedia.org/resource/Italy']"
Everyone in Israel drinks a cup of hot water with lemon and a little soda every night. It has been proven to kill the virus.,0,"[[{'subject': 'Everyone', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Israel'}], [{'subject': 'It', 'relation': 'been', 'object': 'has proven'}, {'subject': 'It', 'relation': 'kill', 'object': 'http://dbpedia.org/resource/Virus'}]]","['is in', 'been', 'kill']","[{'subject': 'Everyone', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Israel'}]","['Everyone', 'http://dbpedia.org/resource/Israel']"
